0
AL Alabama state 1390.63 34.4 10.6 481.0 4.06 8.0 17.1 25.11 5.5 8.9 14.33 34.9 70.0 317.61
AK Alaska state 13.31 0.2 0.1 0.0 0.19 0.0 0.0 0.0 0.6 1.0 1.56 0.0 0.0 0.0
AZ Arizona state 1463.17 71.3 17.9 0.0 105.48 19.3 41.0 60.27 147.5 239.4 386.91 7.3 48.7 423.95
AR Arkansas state 3586.02 53.2 29.4 562.9 3.53 2.2 4.7 6.88 4.4 7.1 11.45 69.5 114.5 665.44
CA California state 16472.88 228.7 11.1 225.4 929.95 2791.8 5944.6 8736.4 803.2 1303.5 2106.79 34.6 249.3 1064.95
CO Colorado state 1851.33 261.4 66.0 14.0 71.94 5.7 12.2 17.99 45.1 73.2 118.27 183.2 400.5 0.0
CT Connecticut state 259.62 1.1 0.1 6.9 9.49 4.2 8.9 13.1 4.3 6.9 11.16 0.0 0.0 0.0
DE Delaware state 282.19 0.4 0.6 114.7 2.3 0.5 1.0 1.53 7.6 12.4 20.03 26.9 22.9 0.0
FL Florida state 3764.09 42.6 0.9 56.9 66.31 438.2 933.1 1371.36 171.9 279.0 450.86 3.5 1.8 78.24
GA Georgia state 2860.84 31.0 18.9 630.4 38.38 74.6 158.9 233.51 59.0 95.8 154.77 57.8 65.4 1154.07
HI Hawaii state 401.84 4.0 0.7 1.3 1.16 17.7 37.8 55.51 9.5 15.4 24.83 0.0 0.0 0.0
ID Idaho state 2078.89 119.8 0.0 2.4 294.6 6.9 14.7 21.64 121.7 197.5 319.19 24.0 568.2 0.0
IL Illinois state 8709.48 53.7 394.0 14.0 45.82 4.0 8.5 12.53 15.2 24.7 39.95 2228.5 223.8 0.0
IN Indiana state 5050.23 21.9 341.9 165.6 89.7 4.1 8.8 12.98 14.4 23.4 37.89 1123.2 114.0 0.0
IA Iowa state 11273.76 289.8 1895.6 155.6 107.0 1.0 2.2 3.24 2.7 4.4 7.1 2529.8 3.1 0.0
KS Kansas state 4589.01 659.3 179.4 6.4 65.45 1.0 2.1 3.11 3.6 5.8 9.32 457.3 1426.5 43.98
KY Kentucky state 1889.15 54.8 34.2 151.3 28.27 2.1 4.5 6.6 0.0 0.0 0.0 179.1 149.3 0.0
LA Louisiana state 1914.23 19.8 0.8 77.2 6.02 5.7 12.1 17.83 6.6 10.7 17.25 91.4 78.7 280.42
ME Maine state 278.37 1.4 0.5 10.4 16.18 16.6 35.4 52.01 24.0 38.9 62.9 0.0 0.0 0.0
MD Maryland state 692.75 5.6 3.1 127.0 24.81 4.1 8.8 12.9 7.8 12.6 20.43 54.1 55.8 0.0
MA Massachusetts state 248.65 0.6 0.5 0.6 5.81 25.8 55.0 80.83 8.1 13.1 21.13 0.0 0.0 0.0
MI Michigan state 3164.16 37.7 118.1 32.6 214.82 82.3 175.3 257.69 72.4 117.5 189.96 381.5 247.0 0.0
MN Minnesota state 7192.33 112.3 740.4 189.2 218.05 2.5 5.4 7.91 45.9 74.5 120.37 1264.3 538.1 0.0
MS Mississippi state 2170.8 12.8 30.4 370.8 5.45 5.4 11.6 17.04 10.6 17.2 27.87 110.0 102.2 494.75
MO Missouri state 3933.42 137.2 277.3 196.1 34.26 4.2 9.0 13.18 6.8 11.1 17.9 428.8 161.7 345.29
MT Montana state 1718.0 105.0 16.7 1.7 6.82 1.1 2.2 3.3 17.3 28.0 45.27 5.4 1198.1 0.0
NE Nebraska state 7114.13 762.2 262.5 31.4 30.07 0.7 1.5 2.16 20.4 33.1 53.5 1735.9 292.3 0.0
NV Nevada state 139.89 21.8 0.2 0.0 16.57 0.4 0.8 1.19 10.6 17.3 27.93 0.0 5.4 0.0
NH New Hampshire state 73.06 0.6 0.2 0.8 7.46 2.6 5.4 7.98 1.7 2.8 4.5 0.0 0.0 0.0
NJ New Jersey state 500.4 0.8 0.4 4.6 3.37 35.0 74.5 109.45 21.6 35.0 56.54 10.1 6.7 0.0
NM New Mexico state 751.58 117.2 0.1 0.3 191.01 32.6 69.3 101.9 16.7 27.1 43.88 11.2 13.9 72.62
NY New York state 1488.9 22.2 5.8 17.7 331.8 64.7 137.8 202.56 54.7 88.7 143.37 106.1 29.9 0.0
NC North Carolina state 3806.05 24.8 702.8 598.4 24.9 23.8 50.7 74.47 57.4 93.1 150.45 92.2 200.3 470.86
ND North Dakota state 3761.96 78.5 16.1 0.5 8.14 0.1 0.2 0.25 49.9 80.9 130.79 236.1 1664.5 0.0
OH Ohio state 3979.79 36.2 199.1 129.9 134.57 8.7 18.5 27.21 20.4 33.1 53.53 535.1 207.4 0.0
OK Oklahoma state 1646.41 337.6 265.3 131.1 24.35 3.0 6.3 9.24 3.4 5.5 8.9 27.5 324.8 110.54
OR Oregon state 1794.57 58.8 1.4 14.2 63.66 100.7 214.4 315.04 48.2 78.3 126.5 11.7 320.3 0.0
PA Pennsylvania state 1969.87 50.9 91.3 169.8 280.87 28.6 60.9 89.48 14.6 23.7 38.26 112.1 41.0 0.0
RI Rhode Island state 31.59 0.1 0.1 0.2 0.52 0.9 1.9 2.83 1.2 1.9 3.02 0.0 0.0 0.0
SC South Carolina state 929.93 15.2 10.9 186.5 7.62 17.1 36.4 53.45 16.3 26.4 42.66 32.1 55.3 206.1
SD South Dakota state 3770.19 193.5 160.2 29.3 46.77 0.3 0.5 0.8 1.5 2.5 4.06 643.6 704.5 0.0
TN Tennessee state 1535.13 51.1 17.6 82.4 21.18 2.0 4.2 6.23 9.4 15.3 24.67 88.8 100.0 363.83
TX Texas state 6648.22 961.0 42.7 339.2 240.55 31.9 68.0 99.9 43.9 71.3 115.23 167.2 309.7 2308.76
UT Utah state 453.39 27.9 59.0 23.1 48.6 3.9 8.4 12.34 2.5 4.1 6.6 5.3 42.8 0.0
VT Vermont state 180.14 6.2 0.2 0.9 65.98 2.6 5.4 8.01 1.5 2.5 4.05 0.0 0.0 0.0
VA Virginia state 1146.48 39.5 16.9 164.7 47.85 11.7 24.8 36.48 10.4 16.9 27.25 39.5 77.5 64.84
WA Washington state 3894.81 59.2 0.0 35.6 154.18 555.6 1183.0 1738.57 138.7 225.1 363.79 29.5 786.3 0.0
WV West Virginia state 138.89 12.0 0.3 45.4 3.9 3.7 7.9 11.54 0.0 0.0 0.0 3.5 1.6 0.0
WI Wisconsin state 3090.23 107.3 38.6 34.5 633.6 42.8 91.0 133.8 56.8 92.2 148.99 460.5 96.7 0.0
WY Wyoming state 349.69 75.1 33.2 0.1 2.89 0.1 0.1 0.17 3.9 6.3 10.23 9.0 20.7 0.0
gcag 1850 -0.4177
gcag 1851 -0.2333
gcag 1852 -0.2294
gcag 1853 -0.2704
gcag 1854 -0.2915
gcag 1855 -0.2969
gcag 1856 -0.3204
gcag 1857 -0.4672
gcag 1858 -0.3888
gcag 1859 -0.2813
gcag 1860 -0.3902
gcag 1861 -0.4291
gcag 1862 -0.5364
gcag 1863 -0.3442
gcag 1864 -0.4655
gcag 1865 -0.3325
gcag 1866 -0.3413
gcag 1867 -0.357
gcag 1868 -0.3518
gcag 1869 -0.3166
gcag 1870 -0.3279
gcag 1871 -0.3686
gcag 1872 -0.3281
gcag 1873 -0.3413
gcag 1874 -0.3733
gcag 1875 -0.3756
gcag 1876 -0.4241
gcag 1877 -0.1011
gcag 1878 -0.0113
gcag 1879 -0.3036
GISTEMP 1880 -0.1725
gcag 1880 -0.3158
GISTEMP 1881 -0.0883
gcag 1881 -0.2322
GISTEMP 1882 -0.1067
gcag 1882 -0.2955
GISTEMP 1883 -0.1742
gcag 1883 -0.3465
GISTEMP 1884 -0.2808
gcag 1884 -0.4923
GISTEMP 1885 -0.3317
gcag 1885 -0.4711
GISTEMP 1886 -0.3158
gcag 1886 -0.4209
GISTEMP 1887 -0.3667
gcag 1887 -0.4988
GISTEMP 1888 -0.1758
gcag 1888 -0.3794
GISTEMP 1889 -0.1092
gcag 1889 -0.2499
GISTEMP 1890 -0.3558
gcag 1890 -0.5069
GISTEMP 1891 -0.2292
gcag 1891 -0.4013
GISTEMP 1892 -0.28
gcag 1892 -0.5076
GISTEMP 1893 -0.3192
gcag 1893 -0.4946
GISTEMP 1894 -0.3108
gcag 1894 -0.4838
GISTEMP 1895 -0.2392
gcag 1895 -0.4488
GISTEMP 1896 -0.12
gcag 1896 -0.284
GISTEMP 1897 -0.1175
gcag 1897 -0.2598
GISTEMP 1898 -0.2825
gcag 1898 -0.4858
GISTEMP 1899 -0.1825
gcag 1899 -0.3554
GISTEMP 1900 -0.0867
gcag 1900 -0.2345
GISTEMP 1901 -0.16
gcag 1901 -0.2934
GISTEMP 1902 -0.2858
gcag 1902 -0.439
GISTEMP 1903 -0.3767
gcag 1903 -0.5333
GISTEMP 1904 -0.4775
gcag 1904 -0.5975
GISTEMP 1905 -0.2683
gcag 1905 -0.4078
GISTEMP 1906 -0.2292
gcag 1906 -0.3191
GISTEMP 1907 -0.3933
gcag 1907 -0.5041
GISTEMP 1908 -0.43
gcag 1908 -0.5138
GISTEMP 1909 -0.4867
gcag 1909 -0.5357
GISTEMP 1910 -0.4408
gcag 1910 -0.5309
GISTEMP 1911 -0.45
gcag 1911 -0.5391
GISTEMP 1912 -0.3675
gcag 1912 -0.4755
GISTEMP 1913 -0.3492
gcag 1913 -0.467
GISTEMP 1914 -0.1567
gcag 1914 -0.2624
GISTEMP 1915 -0.1433
gcag 1915 -0.1917
GISTEMP 1916 -0.3617
gcag 1916 -0.42
GISTEMP 1917 -0.4617
gcag 1917 -0.5428
GISTEMP 1918 -0.2992
gcag 1918 -0.4244
GISTEMP 1919 -0.2783
gcag 1919 -0.3253
GISTEMP 1920 -0.275
gcag 1920 -0.2984
GISTEMP 1921 -0.1908
gcag 1921 -0.2404
GISTEMP 1922 -0.2842
gcag 1922 -0.339
GISTEMP 1923 -0.2658
gcag 1923 -0.3177
GISTEMP 1924 -0.2708
gcag 1924 -0.3118
GISTEMP 1925 -0.2225
gcag 1925 -0.2821
GISTEMP 1926 -0.1067
gcag 1926 -0.1226
GISTEMP 1927 -0.2175
gcag 1927 -0.2291
GISTEMP 1928 -0.2
gcag 1928 -0.2065
GISTEMP 1929 -0.3583
gcag 1929 -0.3924
GISTEMP 1930 -0.1575
gcag 1930 -0.1768
GISTEMP 1931 -0.0883
gcag 1931 -0.1034
GISTEMP 1932 -0.155
gcag 1932 -0.1455
GISTEMP 1933 -0.2817
gcag 1933 -0.3223
GISTEMP 1934 -0.1217
gcag 1934 -0.1743
GISTEMP 1935 -0.1967
gcag 1935 -0.2061
GISTEMP 1936 -0.1442
gcag 1936 -0.1695
GISTEMP 1937 -0.0275
gcag 1937 -0.0192
GISTEMP 1938 0.0008
gcag 1938 -0.0122
GISTEMP 1939 -0.0167
gcag 1939 -0.0408
GISTEMP 1940 0.125
gcag 1940 0.0759
GISTEMP 1941 0.1867
gcag 1941 0.0381
GISTEMP 1942 0.0675
gcag 1942 0.0014
GISTEMP 1943 0.0892
gcag 1943 0.0064
GISTEMP 1944 0.2033
gcag 1944 0.1441
GISTEMP 1945 0.0925
gcag 1945 0.0431
GISTEMP 1946 -0.0733
gcag 1946 -0.1188
GISTEMP 1947 -0.0275
gcag 1947 -0.0912
GISTEMP 1948 -0.1067
gcag 1948 -0.1247
GISTEMP 1949 -0.1092
gcag 1949 -0.1438
GISTEMP 1950 -0.1742
gcag 1950 -0.2266
GISTEMP 1951 -0.0683
gcag 1951 -0.0612
GISTEMP 1952 0.01
gcag 1952 0.0154
GISTEMP 1953 0.0792
gcag 1953 0.0776
GISTEMP 1954 -0.1333
gcag 1954 -0.1168
GISTEMP 1955 -0.1408
gcag 1955 -0.1973
GISTEMP 1956 -0.1892
gcag 1956 -0.2632
GISTEMP 1957 0.0483
gcag 1957 -0.0353
GISTEMP 1958 0.0617
gcag 1958 -0.0176
GISTEMP 1959 0.0308
gcag 1959 -0.048
GISTEMP 1960 -0.025
gcag 1960 -0.1155
GISTEMP 1961 0.0575
gcag 1961 -0.02
GISTEMP 1962 0.0308
gcag 1962 -0.064
GISTEMP 1963 0.0542
gcag 1963 -0.0368
GISTEMP 1964 -0.1992
gcag 1964 -0.3059
GISTEMP 1965 -0.1067
gcag 1965 -0.2044
GISTEMP 1966 -0.0575
gcag 1966 -0.1489
GISTEMP 1967 -0.0242
gcag 1967 -0.1175
GISTEMP 1968 -0.0842
gcag 1968 -0.1686
GISTEMP 1969 0.0517
gcag 1969 -0.0314
GISTEMP 1970 0.0258
gcag 1970 -0.0851
GISTEMP 1971 -0.0808
gcag 1971 -0.2059
GISTEMP 1972 0.0083
gcag 1972 -0.0938
GISTEMP 1973 0.16
gcag 1973 0.05
GISTEMP 1974 -0.0708
gcag 1974 -0.1725
GISTEMP 1975 -0.0133
gcag 1975 -0.1108
GISTEMP 1976 -0.0992
gcag 1976 -0.2158
GISTEMP 1977 0.1775
gcag 1977 0.1031
GISTEMP 1978 0.0683
gcag 1978 0.0053
GISTEMP 1979 0.1658
gcag 1979 0.0909
GISTEMP 1980 0.2558
gcag 1980 0.1961
GISTEMP 1981 0.3225
gcag 1981 0.25
GISTEMP 1982 0.1367
gcag 1982 0.0343
GISTEMP 1983 0.3117
gcag 1983 0.2238
GISTEMP 1984 0.155
gcag 1984 0.048
GISTEMP 1985 0.1158
gcag 1985 0.0497
GISTEMP 1986 0.18
gcag 1986 0.0957
GISTEMP 1987 0.3192
gcag 1987 0.243
GISTEMP 1988 0.3858
gcag 1988 0.2822
GISTEMP 1989 0.2717
gcag 1989 0.1793
GISTEMP 1990 0.445
gcag 1990 0.3606
GISTEMP 1991 0.4033
gcag 1991 0.3389
GISTEMP 1992 0.22
gcag 1992 0.1249
GISTEMP 1993 0.23
gcag 1993 0.1657
GISTEMP 1994 0.3133
gcag 1994 0.2335
GISTEMP 1995 0.4442
gcag 1995 0.3769
GISTEMP 1996 0.3283
gcag 1996 0.2767
GISTEMP 1997 0.4633
gcag 1997 0.4223
GISTEMP 1998 0.605
gcag 1998 0.5773
GISTEMP 1999 0.38
gcag 1999 0.3245
GISTEMP 2000 0.3917
gcag 2000 0.3311
GISTEMP 2001 0.5325
gcag 2001 0.4893
GISTEMP 2002 0.6267
gcag 2002 0.5435
GISTEMP 2003 0.6167
gcag 2003 0.5442
GISTEMP 2004 0.5325
gcag 2004 0.4674
GISTEMP 2005 0.675
gcag 2005 0.6069
GISTEMP 2006 0.6375
gcag 2006 0.5726
GISTEMP 2007 0.6608
gcag 2007 0.5917
GISTEMP 2008 0.5433
gcag 2008 0.4656
GISTEMP 2009 0.655
gcag 2009 0.5968
GISTEMP 2010 0.7233
gcag 2010 0.6804
GISTEMP 2011 0.6058
gcag 2011 0.5377
GISTEMP 2012 0.6433
gcag 2012 0.5776
GISTEMP 2013 0.6733
gcag 2013 0.6236
GISTEMP 2014 0.7458
gcag 2014 0.6729
GISTEMP 2015 0.8975
gcag 2015 0.8251
GISTEMP 2016 1.0133
gcag 2016 0.9329
GISTEMP 2017 0.92
gcag 2017 0.8452
GISTEMP 2018 0.8475
gcag 2018 0.7627
GISTEMP 2019 0.9758
gcag 2019 0.8911
GISTEMP 2020 1.0092
gcag 2020 0.9229
GISTEMP 2021 0.8483
gcag 2021 0.7619
GISTEMP 2022 0.8933
gcag 2022 0.8013
GISTEMP 2023 1.1692
gcag 2023 1.1003
gcag 2024 1.1755
